Student_ID,Full_Name,Date_of_Birth,Grade_Level,,email_id
S09527,Mary Gray,24-05-2014,Grade 1,,sudharaju434@gmail.com
S09528,Donna Martinez,02-06-2013,Grade 2,,sudharaju434@gmail.com
S09529,Heather Mendez,19-10-2016,Grade 3,,sudharaju434@gmail.com
S09530,Dr. Monique Gates,16-07-2015,Grade 2,,sudharaju434@gmail.com
S09531,Miss Maria Hall,27-06-2013,Grade 3,,sudharaju434@gmail.com
S09532,jenna marsh,20-01-2011,Grade 4,,sudharaju434@gmail.com
S09533,Ariana Archer,17-08-2014,Grade 2,,sudharaju434@gmail.com
S09534,Shelia Smith,16-10-2012,Grade 2,,sudharaju434@gmail.com
S09535,Brian Hall,23-08-2006,Grade 1,,sudharaju434@gmail.com
S09536,Beverly Dominguez,28-05-2016,Grade 4,,sudharaju434@gmail.com
S09537,Mary Davis,15-07-2008,Grade 1,,sudharaju434@gmail.com
S09538,Billy Bridges,07-08-2017,Grade 2,,sudharaju434@gmail.com
S09539,Leslie Lyons,02-04-2013,Grade 4,,sudharaju434@gmail.com
S09540,Amber Bush,18-12-2016,Grade 2,,sudharaju434@gmail.com
S09541,Betty Jones,20-09-2011,Grade 4,,sudharaju434@gmail.com
S09542,Chloe Sullivan,10-09-2018,Grade 1,,sudharaju434@gmail.com
S09543,Wesley Myers,18-09-2007,Grade 5,,sudharaju434@gmail.com
S09544,Shelley Sanchez,07-08-2014,Grade 1,,sudharaju434@gmail.com
S09545,Hayley Woods,03-02-2018,Grade 3,,sudharaju434@gmail.com
S09546,kevin snyder,10-05-2014,Grade 3,,sudharaju434@gmail.com
S09547,Justin Foster,31-12-2007,Grade 1,,sudharaju434@gmail.com
S09548,Ryan Patel,08-03-2007,Grade 2,,sudharaju434@gmail.com
S09549,Felicia Baker,17-09-2010,Grade 3,,sudharaju434@gmail.com
S09550,Melanie Morrow,16-05-2007,Grade 1,,sudharaju434@gmail.com
S09551,Brian Atkinson,14-05-2015,Grade 3,,sudharaju434@gmail.com
S09552,Heather Torres,07-07-2017,Grade 1,,sudharaju434@gmail.com
S09553,Tammy Parker,06-08-2011,Grade 1,,sudharaju434@gmail.com
S09554,Thomas Henderson DDS,04-02-2018,Grade 2,,sudharaju434@gmail.com
S09555,Sonya James,08-22-2010,Grade 1,,sudharaju434@gmail.com
S09556,Michael Hall,10-10-2011,Grade 2,,sudharaju434@gmail.com
S09557,Raymond Madden,05-06-2009,Grade 2,,sudharaju434@gmail.com
S09558,Jenna White,05-12-2017,Grade 1,,sudharaju434@gmail.com
S09559,Andrea Garcia,26-01-2007,Grade 4,,sudharaju434@gmail.com
S09560,Kellie Hayes,19-12-2009,Grade 5,,sudharaju434@gmail.com
S09561,Linda Baker,19-07-2013,Grade 4,,sudharaju434@gmail.com
S09562,Todd Fry,05-02-2010,Grade 5,,sudharaju434@gmail.com
S09563,Tyler Jones,26-06-2007,Grade 1,,sudharaju434@gmail.com
S09564,Daniel Prince,19-04-2015,Grade 1,,sudharaju434@gmail.com
S09565,Richard Martinez,10-10-2012,Grade 5,,sudharaju434@gmail.com
S09566,Terry Wright,02-26-2010,Grade 3,,sudharaju434@gmail.com
S09567,Sarah Miller,05-07-2009,Grade 5,,sudharaju434@gmail.com
S09568,Cheryl Hughes,06-03-2017,Grade 2,,sudharaju434@gmail.com
S09569,Grace Green,25-07-2009,Grade 1,,sudharaju434@gmail.com
S09570,Victoria Washington,25-05-2012,Grade 4,,sudharaju434@gmail.com
S09571,Holly Vega,04-29-2018,Grade 5,,sudharaju434@gmail.com
S09572,Anthony Arroyo,03-05-2014,Grade 5,,sudharaju434@gmail.com
S09573,Charles Frye,11-11-2009,Grade 2,,sudharaju434@gmail.com
S09574,Jordan Hill,26-07-2014,Grade 1,,sudharaju434@gmail.com
S09575,Alexis Green,16-10-2016,Grade 2,,sudharaju434@gmail.com
S09576,David Miller,26-10-2008,Grade 4,,sudharaju434@gmail.com
S09577,Michael Ramirez,25-08-2017,Grade 4,,sudharaju434@gmail.com
S09578,Christine Castaneda,22-12-2006,Grade 1,,sudharaju434@gmail.com
S09579,Jack Manning,01-12-2013,Grade 1,,sudharaju434@gmail.com
S09580,Michael Smith,21-03-2009,Grade 2,,sudharaju434@gmail.com
S09581,Timothy Vang,21-03-2018,Grade 5,,sudharaju434@gmail.com
S09582,Kimberly Hinton,11-19-2013,Grade 1,,sudharaju434@gmail.com
S09583,Brittany Charles,01-07-2011,Grade 1,,sudharaju434@gmail.com
S09584,Paul Wyatt,07-05-2007,Grade 2,,sudharaju434@gmail.com
S09585,Jose James,16-09-2016,Grade 3,,sudharaju434@gmail.com
S09586,Amber Obrien,06-01-2017,Grade 1,,sudharaju434@gmail.com
S09587,Robert Martinez,11-11-2016,Grade 2,,sudharaju434@gmail.com
S09588,Zachary Stout,24-03-2015,Grade 2,,sudharaju434@gmail.com
S09589,Judy Carlson,24-07-2015,Grade 1,,sudharaju434@gmail.com
S09590,Alexander Perry,15-11-2017,Grade 3,,sudharaju434@gmail.com
S09591,Richard Farmer,19-02-2017,Grade 2,,sudharaju434@gmail.com
S09592,Matthew White,01-03-2012,Grade 3,,sudharaju434@gmail.com
S09593,Sharon Scott,25-11-2008,Grade 5,,sudharaju434@gmail.com
S09594,Valerie Allen,09-09-2006,Grade 1,,sudharaju434@gmail.com
S09595,Paul Smith,13-10-2018,Grade 4,,sudharaju434@gmail.com
S09596,Richard Foster,13-02-2013,Grade 2,,sudharaju434@gmail.com
S09597,Jay Moreno,17-06-2006,Grade 2,,sudharaju434@gmail.com
S09598,alejandro dawson,16-05-2010,Grade 5,,sudharaju434@gmail.com
S09599,Joshua Perry,14-08-2017,Grade 1,,sudharaju434@gmail.com
S09600,ronald zimmerman,14-04-2008,Grade 2,,sudharaju434@gmail.com
S09601,Angelica Dodson,14-11-2009,Grade 1,,sudharaju434@gmail.com
S09602,Stacy Brown,01-08-2016,Grade 4,,sudharaju434@gmail.com
S09603,Carrie Martin,04-19-2009,Grade 3,,sudharaju434@gmail.com
S09604,Abigail Rivera,19-11-2007,Grade 1,,sudharaju434@gmail.com
S09605,Jeremy Barker,01-02-2008,Grade 1,,sudharaju434@gmail.com
S09606,Christina Ellis,09-08-2010,Grade 1,,sudharaju434@gmail.com
S09607,Edward Torres,02-03-2017,Grade 4,,sudharaju434@gmail.com
S09608,Hannah Hill,24-03-2011,Grade 4,,sudharaju434@gmail.com
S09609,Shaun Case,10-24-2007,Grade 4,,sudharaju434@gmail.com
S09610,Susan Ballard,29-12-2014,Grade 1,,sudharaju434@gmail.com
S09611,Samantha Ward,28-12-2007,Grade 2,,sudharaju434@gmail.com
S09612,Jeremiah Smith,24-05-2013,Grade 3,,sudharaju434@gmail.com
S09613,Nicole Patterson,04-08-2009,Grade 1,,sudharaju434@gmail.com
S09614,Amber Sanchez,27-06-2012,Grade 4,,sudharaju434@gmail.com
S09615,Wayne Carroll,13-09-2006,Grade 5,,sudharaju434@gmail.com
S09616,Jacqueline Zavala,27-02-2010,Grade 4,,sudharaju434@gmail.com
S09617,Donna Rivera,24-11-2017,Grade 4,,sudharaju434@gmail.com
S09618,Glenn Gonzalez,05-10-2014,Grade 5,,sudharaju434@gmail.com
S09619,Antonio Murphy,06-09-2013,Grade 1,,sudharaju434@gmail.com
S09620,Ricky Farmer,26-09-2007,Grade 1,,sudharaju434@gmail.com
S09621,Adam House,21-03-2006,Grade 2,,sudharaju434@gmail.com
S09622,Barry Larsen,27-09-2014,Grade 1,,sudharaju434@gmail.com
S09623,Dr. Oscar Webb,12-07-2007,Grade 3,,sudharaju434@gmail.com
S09624,Jessica Peterson,12-03-2012,Grade 1,,sudharaju434@gmail.com
S09625,Summer Miller,01-07-2007,Grade 5,,sudharaju434@gmail.com
S09626,Jesse Lewis,13-02-2010,Grade 3,,sudharaju434@gmail.com
S09627,Dr. Mario Hines,05-05-2018,Grade 3,,sudharaju434@gmail.com
S09628,Curtis Clark,11-07-2012,Grade 3,,sudharaju434@gmail.com
S09629,Karen Perez,27-11-2018,Grade 5,,sudharaju434@gmail.com
S09630,Wanda Serrano,30-06-2011,Grade 1,,sudharaju434@gmail.com
S09631,Crystal Hernandez,08-10-2008,Grade 5,,sudharaju434@gmail.com
S09632,Nancy Moore,11-03-2014,Grade 5,,sudharaju434@gmail.com
S09633,april gonzalez,26-05-2012,Grade 3,,sudharaju434@gmail.com
S09634,Joseph Braun,02-07-2012,Grade 5,,sudharaju434@gmail.com
S09635,David Charles,30-07-2014,Grade 2,,sudharaju434@gmail.com
S09636,Jeffrey Nelson,24-02-2011,Grade 3,,sudharaju434@gmail.com
S09637,James Nelson,09-10-2007,Grade 2,,sudharaju434@gmail.com
S09638,Gary Hunter,07-07-2011,Grade 3,,sudharaju434@gmail.com
S09639,Michael Foster,16-06-2015,Grade 4,,sudharaju434@gmail.com
S09640,Christopher Smith,03-13-2013,Grade 5,,sudharaju434@gmail.com
S09641,Tara Robbins,25-04-2016,Grade 3,,sudharaju434@gmail.com
S09642,Gina Jones,11-12-2006,Grade 3,,sudharaju434@gmail.com
S09643,Tiffany Steele,10-06-2006,Grade 4,,sudharaju434@gmail.com
S09644,Kristin Gray,29-04-2010,Grade 1,,sudharaju434@gmail.com
S09645,Stephen May,09-04-2009,Grade 1,,sudharaju434@gmail.com
S09646,Ricky Garner,21-11-2006,Grade 3,,sudharaju434@gmail.com
S09647,Mark Watkins,04-10-2009,Grade 5,,sudharaju434@gmail.com
S09648,Sheila Mercer,25-07-2011,Grade 4,,sudharaju434@gmail.com
S09649,Stephanie Jones,31-10-2013,Grade 5,,sudharaju434@gmail.com
S09650,Bruce House,24-06-2009,Grade 4,,sudharaju434@gmail.com
S09651,Cynthia Martinez,26-06-2007,Grade 5,,sudharaju434@gmail.com
S09652,Rebecca Rodriguez,17-02-2010,Grade 2,,sudharaju434@gmail.com
S09653,Nathaniel Schneider,14-11-2011,Grade 5,,sudharaju434@gmail.com
S09654,Robert Martinez,02-08-2008,Grade 5,,sudharaju434@gmail.com
S09655,Brianna Arnold DVM,22-07-2007,Grade 5,,sudharaju434@gmail.com
S09656,wesley fields,14-06-2018,Grade 5,,sudharaju434@gmail.com
S09657,David Shepherd,09-06-2012,Grade 4,,sudharaju434@gmail.com
S09658,Melanie Woods,01-09-2009,Grade 4,,sudharaju434@gmail.com
S09659,Robert Sullivan,05-12-2015,Grade 2,,sudharaju434@gmail.com
S09660,Kenneth Dominguez,22-01-2015,Grade 5,,sudharaju434@gmail.com
S09661,Timothy Turner,24-01-2011,Grade 2,,sudharaju434@gmail.com
S09662,Ronald Rodriguez,01-09-2012,Grade 5,,sudharaju434@gmail.com
S09663,Robert Walker,16-09-2011,Grade 5,,sudharaju434@gmail.com
S09664,Stephanie Yates,22-12-2012,Grade 3,,sudharaju434@gmail.com
S09665,Keith Miller,11-04-2008,Grade 2,,sudharaju434@gmail.com
S09666,russell hudson,02-07-2012,Grade 5,,sudharaju434@gmail.com
S09667,Brenda Wood,29-12-2014,Grade 4,,sudharaju434@gmail.com
S09668,Mr. Steven Hall PhD,08-24-2009,Grade 5,,sudharaju434@gmail.com
S09669,timothy brown,15-01-2016,Grade 2,,sudharaju434@gmail.com
S09670,Michael White,06-06-2011,Grade 4,,sudharaju434@gmail.com
S09671,Joseph Garrett,12-09-2016,Grade 5,,sudharaju434@gmail.com
S09672,Hunter Rodriguez,19-05-2009,Grade 4,,sudharaju434@gmail.com
S09673,Ashley Clarke,08-08-2017,Grade 1,,sudharaju434@gmail.com
S09674,joseph white,27-03-2018,Grade 1,,sudharaju434@gmail.com
S09675,Jordan Phillips,08-28-2013,Grade 1,,sudharaju434@gmail.com
S09676,Bryan Allen,05-18-2009,Grade 2,,sudharaju434@gmail.com
S09677,Chad Rich,10-03-2007,Grade 2,,sudharaju434@gmail.com
S09678,James Hinton,10-01-2014,Grade 3,,sudharaju434@gmail.com
S09679,Jeremiah Mccarthy,24-04-2018,Grade 2,,sudharaju434@gmail.com
S09680,Christine Ramirez,11-01-2006,Grade 2,,sudharaju434@gmail.com
S09681,Garrett Fisher,02-11-2008,Grade 3,,sudharaju434@gmail.com
S09682,Jason Johnson,27-06-2006,Grade 2,,sudharaju434@gmail.com
S09683,Thomas Rivas,12-06-2013,Grade 3,,sudharaju434@gmail.com
S09684,Donald Park,21-09-2014,Grade 3,,sudharaju434@gmail.com
S09685,Colleen Hansen,02-05-2016,Grade 3,,sudharaju434@gmail.com
S09686,Mark Tucker,06-07-2014,Grade 1,,sudharaju434@gmail.com
S09687,Cheryl Howard,24-03-2011,Grade 4,,sudharaju434@gmail.com
S09688,john long,09-24-2009,Grade 2,,sudharaju434@gmail.com
S09689,Nicholas Singh,07-10-2010,Grade 3,,sudharaju434@gmail.com
S09690,Alexis Jones,18-06-2014,Grade 1,,sudharaju434@gmail.com
S09691,Laura Odonnell,22-05-2014,Grade 5,,sudharaju434@gmail.com
S09692,Jonathan Evans,03-10-2017,Grade 3,,sudharaju434@gmail.com
S09693,Thomas Terry,26-11-2007,Grade 1,,sudharaju434@gmail.com
S09694,Charles Campos,24-04-2010,Grade 2,,sudharaju434@gmail.com
S09695,Jamie Collins,04-11-2006,Grade 5,,sudharaju434@gmail.com
S09696,Marissa Hernandez,18-02-2019,Grade 4,,sudharaju434@gmail.com
S09697,Jason Hess,16-09-2007,Grade 3,,sudharaju434@gmail.com
S09698,Kristin Fry,15-10-2006,Grade 4,,sudharaju434@gmail.com
S09699,Mary Jackson,03-11-2006,Grade 5,,sudharaju434@gmail.com
S09700,Patricia Dalton,21-12-2007,Grade 5,,sudharaju434@gmail.com
S09701,Jennifer Walker,31-10-2016,Grade 1,,sudharaju434@gmail.com
S09702,Jessica Lopez,26-05-2009,Grade 1,,sudharaju434@gmail.com
S09703,Richard Hughes,14-05-2013,Grade 2,,sudharaju434@gmail.com
S09704,Adam Carr,07-10-2006,Grade 2,,sudharaju434@gmail.com
S09705,Veronica Graham,31-01-2012,Grade 4,,sudharaju434@gmail.com
S09706,Amber Gilmore,03-04-2010,Grade 2,,sudharaju434@gmail.com
S09707,Jennifer Gonzalez,02-04-2015,Grade 4,,sudharaju434@gmail.com
S09708,johnny kelley,27-11-2016,Grade 3,,sudharaju434@gmail.com
S09709,Raven Wright,01-11-2016,Grade 3,,sudharaju434@gmail.com
S09710,Christopher Smith,14-09-2013,Grade 1,,sudharaju434@gmail.com
S09711,David Guerrero,16-09-2017,Grade 1,,sudharaju434@gmail.com
S09712,David Thompson,25-11-2018,Grade 4,,sudharaju434@gmail.com
S09713,Nathan Phillips,10-01-2015,Grade 2,,sudharaju434@gmail.com
S09714,Dr. Jason Hernandez,30-05-2006,Grade 2,,sudharaju434@gmail.com
S09715,Kim Rubio,29-04-2016,Grade 2,,sudharaju434@gmail.com
S09716,Kelly Choi,22-03-2011,Grade 2,,sudharaju434@gmail.com
S09717,Casey Garza,27-05-2009,Grade 5,,sudharaju434@gmail.com
S09718,Clinton Walker,02-07-2013,Grade 5,,sudharaju434@gmail.com
S09719,Tonya Hernandez,06-07-2014,Grade 4,,sudharaju434@gmail.com
S09720,Steven Sawyer,29-05-2014,Grade 1,,sudharaju434@gmail.com
S09721,Jessica Turner,15-02-2018,Grade 3,,sudharaju434@gmail.com
S09722,Brittany Freeman,09-03-2018,Grade 5,,sudharaju434@gmail.com
S09723,Kevin Johnson,11-06-2006,Grade 3,,sudharaju434@gmail.com
S09724,Gary Stevens,22-08-2016,Grade 5,,sudharaju434@gmail.com
S09725,yesenia williams,02-01-2008,Grade 3,,sudharaju434@gmail.com
S09726,julie wilson,16-11-2012,Grade 1,,sudharaju434@gmail.com
S09727,Catherine Nelson,11-01-2013,Grade 5,,sudharaju434@gmail.com
S09728,Levi Perez,15-03-2011,Grade 1,,sudharaju434@gmail.com
S09729,Lisa Turner,28-05-2011,Grade 3,,sudharaju434@gmail.com
S09730,James Woodard,11-22-2011,Grade 3,,sudharaju434@gmail.com
S09731,Catherine Whitaker,27-12-2008,Grade 5,,sudharaju434@gmail.com
S09732,Dominique Lawrence,29-04-2009,Grade 5,,sudharaju434@gmail.com
S09733,Kayla Guerra,21-05-2011,Grade 4,,sudharaju434@gmail.com
S09734,Nathan Brown,14-03-2012,Grade 3,,sudharaju434@gmail.com
S09735,Mark Arnold,28-06-2009,Grade 1,,sudharaju434@gmail.com
S09736,Nicholas Mcbride,18-05-2008,Grade 5,,sudharaju434@gmail.com
S09737,peter rivas md,18-04-2012,Grade 1,,sudharaju434@gmail.com
S09738,john mccann,10-09-2015,Grade 1,,sudharaju434@gmail.com
S09739,Jeremiah Robinson,27-05-2010,Grade 4,,sudharaju434@gmail.com
S09740,Hector Benjamin,15-09-2017,Grade 2,,sudharaju434@gmail.com
S09741,Crystal Bond,25-07-2014,Grade 3,,sudharaju434@gmail.com
S09742,James Woods,20-12-2012,Grade 5,,sudharaju434@gmail.com
S09743,Tony Brown,21-02-2014,Grade 5,,sudharaju434@gmail.com
S09744,Jeffery Edwards,18-06-2016,Grade 4,,sudharaju434@gmail.com
S09745,keith anderson,22-12-2007,Grade 1,,sudharaju434@gmail.com
S09746,Shawn Jones,06-08-2008,Grade 5,,sudharaju434@gmail.com
S09747,Heather Miller,10-05-2016,Grade 3,,sudharaju434@gmail.com
S09748,Samantha Benjamin,05-02-2017,Grade 2,,sudharaju434@gmail.com
S09749,George Perez,22-03-2015,Grade 1,,sudharaju434@gmail.com
S09750,james lawson,06-04-2012,Grade 3,,sudharaju434@gmail.com
S09751,Robert Nguyen,09-17-2013,Grade 3,,sudharaju434@gmail.com
S09752,charlotte anderson,09-05-2009,Grade 2,,sudharaju434@gmail.com
S09753,Johnny Thomas,01-09-2014,Grade 3,,sudharaju434@gmail.com
S09754,Jonathan Carpenter,18-04-2018,Grade 4,,sudharaju434@gmail.com
S09755,Eric Daniels,02-08-2009,Grade 5,,sudharaju434@gmail.com
S09756,Tina Foster,16-12-2013,Grade 2,,sudharaju434@gmail.com
S09757,John Perez,15-02-2016,Grade 4,,sudharaju434@gmail.com
S09758,Rachel Miller,16-12-2006,Grade 5,,sudharaju434@gmail.com
S09759,Julie Mendoza,23-08-2008,Grade 4,,sudharaju434@gmail.com
S09760,Steven Lee,07-07-2006,Grade 4,,sudharaju434@gmail.com
S09761,Lawrence Li,12-03-2018,Grade 1,,sudharaju434@gmail.com
S09762,Jonathan Smith,26-11-2006,Grade 5,,sudharaju434@gmail.com
S09763,Jorge Garcia,09-05-2012,Grade 4,,sudharaju434@gmail.com
S09764,Kathleen Brooks,28-11-2017,Grade 5,,sudharaju434@gmail.com
S09765,John Knight,10-07-2007,Grade 5,,sudharaju434@gmail.com
S09766,Lori Johnson,19-04-2017,Grade 2,,sudharaju434@gmail.com
S09767,Brett Fox,17-05-2010,Grade 2,,sudharaju434@gmail.com
S09768,Robert Johnson,03-03-2019,Grade 3,,sudharaju434@gmail.com
S09769,sarah myers,22-09-2010,Grade 3,,sudharaju434@gmail.com
S09770,Jenna Bradshaw,06-12-2013,Grade 3,,sudharaju434@gmail.com
S09771,James Hines,06-08-2017,Grade 3,,sudharaju434@gmail.com
S09772,Melvin Chase,19-10-2016,Grade 5,,sudharaju434@gmail.com
S09773,Tyler Lee,12-25-2015,Grade 3,,sudharaju434@gmail.com
S09774,William Gonzales,06-12-2006,Grade 3,,sudharaju434@gmail.com
S09775,Crystal Murphy,24-05-2012,Grade 2,,sudharaju434@gmail.com
S09776,Kristen Wallace,08-12-2014,Grade 2,,sudharaju434@gmail.com
S09777,Benjamin Tyler,03-11-2010,Grade 3,,sudharaju434@gmail.com
S09778,Amy Jackson,08-08-2016,Grade 3,,sudharaju434@gmail.com
S09779,Mark King,11-07-2014,Grade 1,,sudharaju434@gmail.com
S09780,Vincent Callahan,13-10-2015,Grade 3,,sudharaju434@gmail.com
S09781,Christina Morgan,01-01-2007,Grade 2,,sudharaju434@gmail.com
S09782,Jessica King,26-08-2015,Grade 1,,sudharaju434@gmail.com
S09783,Laurie Brown,27-06-2008,Grade 3,,sudharaju434@gmail.com
S09784,Richard Moran,26-11-2008,Grade 4,,sudharaju434@gmail.com
S09785,Melinda Arias,18-09-2007,Grade 4,,sudharaju434@gmail.com
S09786,Chelsey Gregory,13-01-2019,Grade 5,,sudharaju434@gmail.com
S09787,Ian Coleman,12-09-2006,Grade 4,,sudharaju434@gmail.com
S09788,Katherine Diaz,04-11-2008,Grade 4,,sudharaju434@gmail.com
S09789,Daniel Smith,18-04-2010,Grade 3,,sudharaju434@gmail.com
S09790,Sara Mills,15-01-2010,Grade 5,,sudharaju434@gmail.com
S09791,Austin Hubbard,07-08-2014,Grade 4,,sudharaju434@gmail.com
S09792,Sean Garcia,19-10-2018,Grade 5,,sudharaju434@gmail.com
S09793,Alexander Yang,14-09-2017,Grade 2,,sudharaju434@gmail.com
S09794,Laura Cochran,04-03-2014,Grade 3,,sudharaju434@gmail.com
S09795,Elizabeth Mcdonald,13-11-2014,Grade 1,,sudharaju434@gmail.com
S09796,Christina Ruiz,17-07-2018,Grade 2,,sudharaju434@gmail.com
S09797,Christopher Wood,07-05-2013,Grade 3,,sudharaju434@gmail.com
S09798,Charles Carroll,25-12-2011,Grade 3,,sudharaju434@gmail.com
S09799,Martin Washington,02-01-2009,Grade 2,,sudharaju434@gmail.com
S09800,Herbert Hoover,03-07-2010,Grade 1,,sudharaju434@gmail.com
S09801,Mary Palmer,09-11-2007,Grade 5,,sudharaju434@gmail.com
S09802,David Wilkins,05-26-2010,Grade 3,,sudharaju434@gmail.com
S09803,Ashley Yu,12-09-2018,Grade 4,,sudharaju434@gmail.com
S09804,Chad Mcdonald,12-12-2018,Grade 4,,sudharaju434@gmail.com
S09805,Alexander Raymond,05-12-2012,Grade 5,,sudharaju434@gmail.com
S09806,Michael Mcdaniel,31-01-2013,Grade 1,,sudharaju434@gmail.com
S09807,austin deleon,22-08-2006,Grade 4,,sudharaju434@gmail.com
S09808,Michael Nichols,03-05-2018,Grade 2,,sudharaju434@gmail.com
S09809,Audrey Burke,28-06-2013,Grade 1,,sudharaju434@gmail.com
S09810,Andrea Hernandez,10-11-2013,Grade 5,,sudharaju434@gmail.com
S09811,david wang,07-24-2018,Grade 3,,sudharaju434@gmail.com
S09812,Rachel Simmons,12-05-2016,Grade 4,,sudharaju434@gmail.com
S09813,elizabeth hebert md,06-05-2014,Grade 3,,sudharaju434@gmail.com
S09814,Amy Delacruz,07-06-2011,Grade 5,,sudharaju434@gmail.com
S09815,Shawn Sullivan,08-01-2014,Grade 2,,sudharaju434@gmail.com
S09816,Christopher Lee,30-08-2018,Grade 3,,sudharaju434@gmail.com
S09817,Eric Gibson,04-06-2011,Grade 1,,sudharaju434@gmail.com
S09818,Mr. David Reed,01-04-2006,Grade 1,,sudharaju434@gmail.com
S09819,Savannah Russell,15-06-2012,Grade 1,,sudharaju434@gmail.com
S09820,Shannon Thomas,04-02-2014,Grade 4,,sudharaju434@gmail.com
S09821,maria molina,07-02-2016,Grade 5,,sudharaju434@gmail.com
S09822,Peter Parrish,11-08-2008,Grade 2,,sudharaju434@gmail.com
S09823,timothy castillo,01-02-2014,Grade 3,,sudharaju434@gmail.com
S09824,Alexander Dyer,31-01-2009,Grade 1,,sudharaju434@gmail.com
S09825,Alexis Weeks DDS,14-04-2006,Grade 4,,sudharaju434@gmail.com
S09826,Caitlin Fleming,17-10-2017,Grade 4,,sudharaju434@gmail.com
S09827,Andrew Rich,10-09-2007,Grade 4,,sudharaju434@gmail.com
S09828,Joyce Benton,22-07-2018,Grade 3,,sudharaju434@gmail.com
S09829,Carl Stevens,05-09-2009,Grade 5,,sudharaju434@gmail.com
S09830,Patricia Patel,04-10-2012,Grade 1,,sudharaju434@gmail.com
S09831,Michael White,01-15-2019,Grade 2,,sudharaju434@gmail.com
S09832,Dennis Smith,12-09-2012,Grade 3,,sudharaju434@gmail.com
S09833,Linda Sanchez,10-03-2011,Grade 2,,sudharaju434@gmail.com
S09834,Mrs. Rebecca Bonilla,29-11-2010,Grade 1,,sudharaju434@gmail.com
S09835,Sierra Ross,21-02-2015,Grade 3,,sudharaju434@gmail.com
S09836,Jessica Smith,24-07-2015,Grade 1,,sudharaju434@gmail.com
S09837,Ryan Sandoval,12-07-2018,Grade 1,,sudharaju434@gmail.com
S09838,Daniel Gomez,14-05-2017,Grade 2,,sudharaju434@gmail.com
S09839,Corey Brady,10-10-2012,Grade 2,,sudharaju434@gmail.com
S09840,Felicia Torres,10-05-2006,Grade 4,,sudharaju434@gmail.com
S09841,ann zuniga,13-09-2018,Grade 3,,sudharaju434@gmail.com
S09842,Mr. Eddie Powers,10-08-2016,Grade 4,,sudharaju434@gmail.com
S09843,Ryan Henry,19-11-2011,Grade 3,,sudharaju434@gmail.com
S09844,Catherine Ramirez,01-25-2011,Grade 5,,sudharaju434@gmail.com
S09845,rebecca green,11-02-2017,Grade 1,,sudharaju434@gmail.com
S09846,tracy nash,19-08-2010,Grade 1,,sudharaju434@gmail.com
S09847,Timothy Freeman,27-03-2014,Grade 3,,sudharaju434@gmail.com
S09848,Kelly Matthews,18-04-2016,Grade 5,,sudharaju434@gmail.com
S09849,Virginia Harris,17-01-2010,Grade 5,,sudharaju434@gmail.com
S09850,christopher clarke,06-02-2018,Grade 3,,sudharaju434@gmail.com
S09851,Timothy Mcdonald,04-01-2010,Grade 5,,sudharaju434@gmail.com
S09852,Robert Daniels,10-09-2008,Grade 5,,sudharaju434@gmail.com
S09853,Kristy Miller,31-03-2013,Grade 1,,sudharaju434@gmail.com
S09854,Brandon Daniels,24-06-2006,Grade 2,,sudharaju434@gmail.com
S09855,Monica Brown,18-08-2009,Grade 5,,sudharaju434@gmail.com
S09856,Andres Durham,02-10-2010,Grade 4,,sudharaju434@gmail.com
S09857,Brett Klein,19-02-2016,Grade 2,,sudharaju434@gmail.com
S09858,Jamie Andersen,03-06-2010,Grade 4,,sudharaju434@gmail.com
S09859,Dawn Hudson,06-01-2016,Grade 4,,sudharaju434@gmail.com
S09860,Melissa Werner,21-09-2014,Grade 3,,sudharaju434@gmail.com
S09861,Stephen Branch,13-06-2006,Grade 2,,sudharaju434@gmail.com
S09862,Jenna Davenport,14-08-2013,Grade 1,,sudharaju434@gmail.com
S09863,Joseph Bradford DDS,14-07-2008,Grade 3,,sudharaju434@gmail.com
S09864,Ronald Hopkins,13-07-2016,Grade 3,,sudharaju434@gmail.com
S09865,Jonathan Robinson,05-05-2017,Grade 2,,sudharaju434@gmail.com
S09866,Crystal Parrish,24-06-2018,Grade 5,,sudharaju434@gmail.com
S09867,Nancy Garcia,17-02-2009,Grade 1,,sudharaju434@gmail.com
S09868,Joshua Jones,05-01-2015,Grade 3,,sudharaju434@gmail.com
S09869,ashley wright,05-14-2009,Grade 1,,sudharaju434@gmail.com
S09870,Katherine Barnes,21-10-2009,Grade 1,,sudharaju434@gmail.com
S09871,Kelsey Lyons,27-09-2006,Grade 4,,sudharaju434@gmail.com
S09872,Samuel Proctor,09-10-2018,Grade 3,,sudharaju434@gmail.com
S09873,Gregory James,03-09-2016,Grade 3,,sudharaju434@gmail.com
S09874,joshua mclaughlin,26-06-2007,Grade 5,,sudharaju434@gmail.com
S09875,Thomas Bass,26-07-2018,Grade 3,,sudharaju434@gmail.com
S09876,Cody Hernandez,15-03-2013,Grade 1,,sudharaju434@gmail.com
S09877,Katherine Mitchell,09-03-2013,Grade 3,,sudharaju434@gmail.com
S09878,Jessica Murphy,05-12-2018,Grade 3,,sudharaju434@gmail.com
S09879,Jesse Williams,28-06-2018,Grade 4,,sudharaju434@gmail.com
S09880,Joanne Newton,08-06-2008,Grade 2,,sudharaju434@gmail.com
S09881,Claudia Larson,06-06-2013,Grade 3,,sudharaju434@gmail.com
